iter	Logloss
132	0.01702075263
133	0.01689769464
134	0.01675326547
135	0.01661375452
136	0.01649232717
137	0.0163737174
138	0.01624284263
139	0.01611055814
140	0.01599074285
141	0.01588299006
142	0.01575896189
143	0.0156464215
144	0.01550804427
145	0.01539895531
146	0.01529125351
147	0.01519752762
148	0.01509104934
149	0.01497607231
150	0.01488179525
151	0.01479211446
152	0.01471133451
153	0.01462077903
154	0.01453463265
155	0.01443018199
156	0.01434731676
157	0.01424660177
158	0.01416029354
159	0.01408672156
160	0.01400650178
161	0.01392431101
162	0.01383760434
163	0.01374830901
164	0.01367347533
165	0.01360781408
166	0.01316161672
167	0.01309516397
168	0.01302434838
169	0.01295865108
170	0.01288463942
171	0.0128160811
172	0.01273223323
173	0.01265789541
174	0.01258926286
175	0.01252113305
176	0.01244804012
177	0.01237619905
178	0.01230131951
179	0.01223807768
180	0.01217720598
181	0.01210415932
182	0.01203806516
183	0.01198166942
184	0.01190917594
185	0.01184429776
186	0.0117895249
187	0.01173223986
188	0.01166363217
189	0.01160130901
190	0.01155122036
191	0.01148871946
192	0.01142530426
193	0.01136972516
194	0.01131616321
195	0.01125116288
196	0.01118852722
197	0.01113620336
198	0.01108549884
199	0.01102845345
200	0.01098233146
201	0.01092960483
202	0.01087235074
203	0.01081810094
204	0.01076775954
205	0.01072145044
206	0.01066804645
207	0.01061979506
208	0.01057671475
209	0.0105281941
210	0.01048379873
211	0.01044295347
212	0.01038800385
213	0.01034519943
214	0.01030076577
215	0.01025198228
216	0.01019899763
217	0.01014695836
218	0.01009453148
219	0.01005182572
220	0.01000583642
221	0.009963811448
222	0.009917440306
223	0.009879937468
224	0.009840719434
225	0.009792159344
226	0.009755336048
227	0.00970840872
228	0.009662187715
229	0.009625286431
230	0.00958555808
231	0.009547167522
232	0.009506264248
233	0.009468861143
234	0.009423503328
235	0.009385512737
236	0.009348689246
237	0.00931076635
238	0.009275636692
239	0.009239350195
240	0.009205252013
241	0.009171795748
242	0.009130538749
243	0.009097403571
244	0.009055921468
245	0.009022132842
246	0.008990319259
247	0.008957939101
248	0.008730965946
249	0.008700158091
250	0.008671415642
251	0.008643525171
252	0.008607617154
253	0.008572090782
254	0.008538926356
255	0.008506395158
256	0.008474909705
257	0.008445725043
258	0.008418204992
259	0.00838728262
260	0.008359264829
261	0.008326382182
262	0.008296931049
263	0.008267832163
264	0.00823301315
265	0.008204020313
266	0.008173370378
267	0.008145076988
268	0.008119046154
269	0.008086158319
270	0.008057938836
271	0.008031946356
272	0.008006066359
273	0.00797327533
274	0.007949400159
275	0.007924471087
276	0.007899273074
277	0.007872295602
278	0.007844673044
279	0.007819467248
280	0.007794108351
281	0.007765496935
282	0.00774090563
283	0.007716721689
284	0.007692455221
285	0.007662328981
286	0.007635286892
287	0.007607808158
288	0.007585903071
289	0.00756319002
290	0.007533647626
291	0.00751260994
292	0.007480297047
293	0.007457720922
294	0.007435845559
295	0.007408124176
296	0.007384532054
297	0.007363002403
298	0.007336627562
299	0.007314672524
300	0.007289807628
301	0.007268814317
302	0.007246074546
303	0.007219806002
304	0.007196693608
305	0.007171148122
306	0.007146851309
307	0.007120978508
308	0.007100994707
309	0.007081330211
310	0.00706124822
311	0.007035213952
312	0.007016799996
313	0.006994432413
314	0.006971485872
315	0.006950141672
316	0.006931001223
317	0.006911671712
318	0.006892417209
319	0.006868495626
320	0.00684838103
321	0.006828924912
322	0.006811385833
323	0.006792467132
324	0.00677558374
325	0.006754624358
326	0.006734200956
327	0.006711512051
328	0.006692063116
329	0.006674068591
330	0.006652881023
331	0.006634103462
332	0.006618207859
333	0.006600781214
334	0.006580562707
335	0.00656379556
336	0.006542444982
337	0.006521008131
338	0.006501657378
339	0.006482635094
340	0.006463468913
341	0.006446430383
342	0.006426040103
343	0.006407625961
344	0.006391004546
345	0.006373461826
346	0.006356265359
347	0.006340443396
348	0.006321876626
349	0.006304527892
350	0.006286377614
351	0.006269844427
352	0.006254772235
353	0.006238510581
354	0.00622012348
355	0.006201109476
356	0.006186704977
357	0.006170753491
358	0.00615562026
359	0.006137594536
360	0.006123054003
361	0.006103925593
362	0.00608523103
363	0.006069633595
364	0.006052467616
365	0.006034284895
366	0.006018773118
367	0.006001585382
368	0.005985412338
369	0.005969351162
370	0.005951946783
371	0.005936657589
372	0.005919187014
373	0.005904418975
374	0.005889718931
375	0.005876918615
376	0.005863172666
377	0.005848336945
378	0.005831247321
379	0.005817180163
380	0.005802738278
381	0.00578939792
382	0.005774870677
383	0.005762137493
384	0.00565139331
385	0.005638722557
386	0.005623890885
387	0.005612389504
388	0.005599399478
389	0.005585794511
390	0.005573548332
391	0.005559267679
392	0.005543684356
393	0.005529341365
394	0.005514419403
395	0.005501916952
396	0.005487837399
397	0.005476361582
398	0.005465284431
399	0.005452961948
400	0.005438139026
401	0.005426735111
402	0.005415212881
403	0.005400190596
404	0.005388019412
405	0.005374800612
406	0.005362743168
407	0.00535201408
408	0.005338537414
409	0.005326560354
410	0.005316206659
411	0.005304244019
412	0.005292828061
413	0.005278756344
414	0.005266728568
415	0.005256474269
416	0.005244587771
417	0.005233308272
418	0.005219403156
419	0.005205206573
420	0.005192038364
421	0.005181435625
422	0.005167691681
423	0.005156436899
424	0.005145521766
425	0.005133948552
426	0.005121050759
427	0.005036251563
428	0.005024562748
429	0.005013395024
430	0.005002471294
431	0.004993092455
432	0.004981655304
433	0.004971361241
434	0.004961409416
435	0.004951130141
436	0.004940031716
437	0.004929681248
438	0.004920387539
439	0.004910275636
440	0.004897637082
441	0.004886541244
442	0.004876756992
443	0.004865688823
444	0.004855331924
445	0.004845626174
446	0.004834701902
447	0.004825943089
448	0.004816701219
449	0.004807314742
450	0.004798784783
451	0.00478878723
452	0.004778081559
453	0.004767225302
454	0.004757380129
455	0.004747983542
456	0.004736708663
457	0.004725728548
458	0.004714590473
459	0.004703657815
460	0.004692109747
461	0.004683163993
462	0.004674668335
463	0.004666354106
464	0.004656040154
465	0.004647479611
466	0.004636463883
467	0.004625445418
468	0.004616218692
469	0.004606669635
470	0.004598446765
471	0.004588210558
472	0.004579422765
473	0.004570380206
474	0.004560976556
475	0.004552546229
476	0.004541949661
477	0.00453251993
478	0.004523964736
479	0.004513547011
480	0.004503076536
481	0.004494087268
482	0.004485628948
483	0.004476120505
484	0.004466110796
485	0.004458670966
486	0.004448722299
487	0.004438560403
488	0.004429697286
489	0.004421551056
490	0.004413172295
491	0.004404430751
492	0.004395110687
493	0.004387566795
494	0.004380590489
495	0.004371282904
496	0.004361733989
497	0.004353371202
498	0.004345227547
499	0.004337397862
500	0.004328217078
501	0.004318736089
502	0.004311483382
503	0.004304554739
504	0.004294907889
505	0.004285836094
506	0.00427795651
507	0.004269712584
508	0.004261636442
509	0.004255175562
510	0.004247293415
511	0.004240055285
512	0.004233420567
513	0.004225525236
514	0.004217232861
515	0.004208689357
516	0.0041999595
517	0.004193323219
518	0.004186415591
519	0.004178795579
520	0.004170326957
521	0.004163877127
522	0.004156629494
523	0.004149457011
524	0.004142569074
525	0.004133988275
526	0.004125872299
527	0.004119126636
528	0.004110434664
529	0.004102829864
530	0.004096216253
531	0.004089471742
532	0.004082400471
533	0.004073767722
534	0.004066508195
535	0.004059739326
536	0.004053343656
537	0.004046753652
538	0.004040372898
539	0.004033766916
540	0.004027039301
541	0.004020689244
542	0.004012512742
543	0.004004373422
544	0.003997367501
545	0.003990670182
546	0.003982891594
547	0.003976198729
548	0.003968478168
549	0.003961892847
550	0.003954535516
551	0.003948735257
552	0.003942403181
553	0.003934706841
554	0.003927911559
555	0.003922436911
556	0.003916669827
557	0.003908886738
558	0.003903560466
559	0.00389706114
560	0.003890778884
561	0.003884510457
562	0.003877026665
563	0.003867662411
564	0.003860401087
565	0.003854387288
566	0.003847417622
567	0.003840727371
568	0.003834650481
569	0.003828140524
570	0.003820970495
571	0.003815497543
572	0.003809316479
573	0.003802909971
574	0.003796839698
575	0.003790589179
576	0.003784990161
577	0.003779145405
578	0.003773460608
579	0.003766707515
580	0.00376127735
581	0.003754012163
582	0.003745947525
583	0.003740463054
584	0.003734216041
585	0.003727184609
586	0.003721723511
587	0.003716270563
588	0.003709899251
589	0.003704345755
590	0.003698742214
591	0.003692896603
592	0.003687334723
593	0.003681935909
594	0.00367625048
595	0.003669622945
596	0.003663522353
597	0.003657989821
598	0.00365151092
599	0.003645858003
600	0.00363919918
601	0.003632539652
